Method,Representative_Gene,P_Value,Is_Ground_Truth,Cluster_Size,Cluster_ID,All_Genes_In_Cluster
CRT-logit,MAGOH2,0.010898916909839488,False,6,773,MAGOH2;MGC10955;MGC20647;MGC4294;MGC4771;MIR1273A
CRT-logit,snoR442,0.010986461710911891,False,4,553,snoR442;snoU109;snoU109;snoU109
CRT-logit,snoU13,0.01105521759223185,False,2,679,snoU13;snoU13
CRT-logit,SNORD22,0.011193418238376843,False,4,899,SNORD22;SNORD30;SNORD28;SNORD28
CRT-logit,TCHH,0.011737329612511617,True,104,570,S100A10;NBPF18P;S100A11;TCHHL1;TCHH;RPTN;HRNR;FLG;FLG2;CRNN;LCE5A;CRCT1;LCE3E;LCE3D;LCE3C;LCE3B;LCE3A;LINC00302;LCE2D;LCE2C;LCE2B;LCE2A;LCE4A;C1orf68;KPRP;LCE1F;LCE1E;LCE1D;LCE1C;LCE1B;LCE1A;LCE6A;SMCP;IVL;SPRR4;SPRR1A;SPRR3;SPRR1B;SPRR2D;SPRR2A;SPRR2B;SPRR2E;SPRR2F;SPRR2G;LELP1;PRR9;LOR;PGLYRP3;PGLYRP4;S100A9;S100A12;S100A8;S100A7A;S100A7L2;S100A7;RN7SL44P;S100A6;S100A5;S100A4;S100A3;S100A2;S100A16;S100A14;S100A13;S100A1;CHTOP;SNAPIN;ILF2;NPR1;RN7SL372P;INTS3;SLC27A3;GATAD2B;DENND4B;CRTC2;SLC39A1;CREB3L4;JTB;RAB13;RPS27;NUP210L;MIR5698;TPM3;RN7SL431P;MIR190B;C1orf189;C1orf43;UBAP2L;HAX1;AQP10;ATP8B2;IL6R;SHE;TDRD10;UBE2Q1;CHRNB2;ADAR;KCNN3;PMVK;PBXIP1;PYGO2;SHC1;CKS1B;CKS1B
CRT-logit,snoU13,0.012022564496853669,False,1,235,snoU13
CRT-logit,CDC42BPG,0.012222046451353238,False,56,292,CDC42BPG;EHD1;MIR192;ATG2A;PPP2R5B;GPHA2;C11orf85;BATF2;ARL2;SNX15;SAC3D1;NAALADL1;CDCA5;ZFPL1;VPS51;TM7SF2;ZNHIT2;FAU;SYVN1;MRPL49;SPDYC;CAPN1;SLC22A20;POLA2;CDC42EP2;DPF2;TIGD3;SLC25A45;FRMD8;NEAT1;MALAT1;SCYL1;LTBP3;SSSCA1;FAM89B;EHBP1L1;KCNK7;MAP3K11;PCNXL3;MIR4690;SIPA1;MIR4489;RELA;RN7SL309P;KAT5;RNASEH2C;AP5B1;OVOL1;CFL1;SNX32;MUS81;EFEMP2;CTSW;FIBP;CCDC85B;FOSL1
CRT-logit,HELZ2,0.012632791417497362,True,45,314,HAR1B;HAR1A;YTHDF1;BIRC7;MIR3196;NKAIN4;ARFGAP1;MIR4326;COL20A1;CHRNA4;KCNQ2;EEF1A2;PPDPF;PTK6;SRMS;C20orf195;HELZ2;GMEB2;STMN3;RTEL1;TNFRSF6B;ARFRP1;ZGPAT;LIME1;SLC2A4RG;ZBTB46;ABHD16B;C20ORF135;TPD52L2;DNAJC5;UCKL1;MIR1914;MIR647;ZNF512B;SAMD10;PRPF6;LINC00176;SOX18;TCEA2;RGS19;OPRL1;C20orf201;MYT1;NPBWR2;PCMTD2
CRT-logit,C5orf38,0.01278378003630636,False,8,974,C5orf38;C5orf55;C5orf56;C6ORF50;C6orf100;C6orf164;C8orf49;C8orf56
CRT-logit,LAMA1,0.012814175789385727,True,56,897,MIR3976;TMEM200C;L3MBTL4;RPL6P27;RN7SL282P;ARHGAP28;LINC00668;LAMA1;LRRC30;PTPRM;RN7SL50P;RAB12;SOGA2;NDUFV2;ANKRD12;TWSG1;RALBP1;PPP4R1;RAB31;RN7SL862P;RNA5SP449;TXNDC2;VAPA;RNA5SP450;APCDD1;NAPG;PIEZO2;NPIPB1P;GNAL;CHMP1B;MPPE1;IMPA2;ANKRD62;CIDEA;TUBB6;AFG3L2;SLMO1;SPIRE1;PSMG2;CEP76;PTPN2;SEH1L;CEP192;LDLRAD4;MIR5190;MIR4526;FAM210A;RN7SL362P;RNMT;MC5R;MC2R;ZNF519;ANKRD20A5P;CYP4F35P;CXADRP3;POTEC
CRT-logit,snoU13,0.013292760258583669,False,1,197,snoU13
CRT-logit,MIR5096,0.013621738433824655,False,11,547,MIR5096;MIR566;MIR720;MTRNR2L1;MTRNR2L10;MTRNR2L11;MTRNR2L12;MTRNR2L13;MTRNR2L2;MTRNR2L3;MTRNR2L4
CRT-logit,SNORA11,0.013902609035358398,False,1,115,SNORA11
CRT-logit,PARP11,0.013964903180346275,False,6,364,PARP11;CCND2;C12orf5;FGF23;FGF6;C12orf4
CRT-logit,LINC00849,0.014235724455380395,False,3,336,LINC00849;LINC00856;LINC00864
CRT-logit,SNORA44,0.014610373904688778,False,1,3,SNORA44
CRT-logit,CSMD2,0.014729727192590355,True,70,800,PUM1;NKAIN1;SNRNP40;ZCCHC17;FABP3;SERINC2;TINAGL1;HCRTR1;PEF1;COL16A1;BAI2;MIR4254;SPOCD1;PTP4A2;KHDRBS1;TMEM39B;MIR5585;KPNA6;TXLNA;CCDC28B;IQCC;DCDC2B;TMEM234;EIF3I;MTMR9LP;FAM167B;LCK;HDAC1;MARCKSL1;TSSK3;FAM229A;BSDC1;RN7SL122P;ZBTB8B;ZBTB8A;ZBTB8OS;RBBP4;SYNC;KIAA1522;YARS;S100PBP;FNDC5;HPCA;TMEM54;RNF19B;AK2;TRIM62;ZNF362;A3GALT2;PHC2;MIR3605;RN7SKP16;ZSCAN20;CSMD2;HMGB4;RNA5SP42;C1orf94;MIR552;SMIM12;GJB5;GJB4;GJB3;GJA4;DLGAP3;ZMYM6NB;ZMYM6;ZMYM1;SFPQ;ZMYM4;RN7SL503P
CRT-logit,PAPPA2,0.014736470102382031,True,94,795,U7;U7;PAPPA2;ASTN1;MIR488;FAM5B;SEC16B;RASAL2;LINC00083;TEX35;C1ORF220;C1orf220;RNA5SP69;MIR4424;RALGPS2;ANGPTL1;FAM20B;TOR3A;ABL2;SOAT1;AXDND1;NPHS2;TDRD5;FAM163A;IFRG15;TOR1AIP2;TOR1AIP1;RN7SL230P;CEP350;QSOX1;LHX4;ACBD6;MIR3121;XPR1;KIAA1614;STX6;MR1;IER5;CACNA1E;RNA5SP70;RN7SKP229;ZNF648;GLUL;TEDDM1;LINC00272;RGSL1;RNASEL;RGS16;RGS8;NPL;DHX9;SHCBP1L;RNA5SP71;LAMC1;LAMC2;NMNAT2;SMG7;NCF2;ARPC5;RGL1;APOBEC4;COLGALT2;TSEN15;RN7SL654P;C1orf21;EDEM3;FAM129A;RNA5SP72;RNF2;TRMT1L;SWT1;IVNS1ABP;HMCN1;PRG4;TPR;C1orf27;PDC;PTGS2;PLA2G4A;RN7SKP156;RNA5SP73;FAM5C;RGS18;RGS21;RGS1;RGS13;RGS2;RN7SKP126;UCHL5;TROVE2;GLRX2;CDC73;MIR1278;B3GALT2
CRT-logit,SNORA42,0.01513475466837099,False,1,30,SNORA42
CRT-logit,RN7SL374P,0.015174794136280083,False,6,750,RN7SL374P;RN7SL389P;RN7SL406P;RN7SL407P;RN7SL409P;RN7SL410P
CRT-logit,SNORA74,0.015197720411241209,False,2,300,SNORA74;SNORA74
CRT-logit,MYH15,0.015254266374847914,True,44,531,CBLB;LINC00882;LINC00883;CCDC54;BBX;LINC00636;LINC00635;CD47;IFT57;HHLA2;MYH15;KIAA1524;DZIP3;RETNLB;TRAT1;GUCA1C;MORC1;LINC00488;DPPA2;DPPA4;MIR4445;RNU6ATAC15P;PVRL3;CD96;ZBED2;PLCXD2;PHLDB2;ABHD10;TAGLN3;TMPRSS7;C3orf52;MIR567;GCSAM;SLC9C1;CD200;BTLA;ATG3;SLC35A5;CCDC80;CD200R1L;CD200R1;GTPBP8;C3orf17;BOC
CRT-logit,MED12,0.015328478791422427,True,77,533,AR;OPHN1;YIPF6;STARD8;EFNB1;PJA1;LINC00269;FAM155B;EDA;MIR676;AWAT2;OTUD6A;IGBP1;DGAT2L6;RN7SL581P;AWAT1;RNA5SP507;P2RY4;ARR3;PDZD11;RAB41;KIF4A;RNY4P23;GDPD2;DLG3;TEX11;SLC7A3;SNX12;FOXO4;CXorf65;IL2RG;MED12;NLGN3;GJB1;ZMYM3;NONO;ITGB1BP2;TAF1;INGX;OGT;ACRC;CXCR3;CXorf49;CXorf49B;NHSL2;RGAG4;PIN4;RN7SL388P;ERCC6L;RPS4X;CITED1;HDAC8;PHKA1;DMRTC1B;DMRTC1;LINC00684;PABPC1L2B;PABPC1L2A;NAP1L6;NAP1L2;CDX4;MAP2K4P1;CHIC1;TSIX;XIST;FTX;JPX;MIR421;MIR374B;RN7SL648P;MIR545;MIR374A;ZCCHC13;RN7SL790P;SLC16A2;RLIM;KIAA2022
CRT-logit,DVL2,0.015595163226565253,True,67,459,RABEP1;NUP88;RPAIN;C1QBP;DHX33;DERL2;MIS12;NLRP1;WSCD1;AIPL1;FAM64A;ACKR6;KIAA0753;RNA5SP435;TXNDC17;MED31;C17orf100;MIR4520B;SLC13A5;XAF1;FBXO39;TEKT1;ALOX12P2;MIR497HG;ALOX12;RNASEK;C17orf49;BCL6B;SLC16A13;SLC16A11;CLEC10A;ASGR2;ASGR1;DLG4;ACADVL;MIR324;DVL2;PHF23;GABARAP;CTDNEP1;ELP5;CLDN7;SLC2A4;YBX2;EIF5A;GPS2;NEURL4;ACAP1;KCTD11;TMEM95;TNK1;PLSCR3;TMEM256;NLGN2;SPEM1;C17orf74;TMEM102;FGF11;CHRNB1;ZBTB4;SLC35G6;POLR2A;TNFSF12;TNFSF13;SENP3;EIF4A1;SNORA48
CRT-logit,snoU13,0.0170087885761192,False,1,251,snoU13
CRT-logit,MIR4419B,0.017113437387533167,False,6,721,MIR4419B;MIR4459;MIR4461;MIR4532;MIR4788;MIR4792
CRT-logit,snoU13,0.017360753649328382,False,1,242,snoU13
CRT-logit,snoU13,0.017451690089271207,False,1,226,snoU13
CRT-logit,USP11,0.01758337285475957,True,128,793,CXorf36;MIR221;MIR222;KRBOX4;ZNF674;CHST7;SLC9A7;RP2;PHF16;RGN;NDUFB11;RBM10;UBA1;INE1;CDK16;USP11;RN7SL785P;ZNF157;SNORA11C;ZNF41;ARAF;SYN1;TIMP1;MIR4769;CFP;ELK1;UXT;CXXC1P1;ZNF81;ZNF182;ZNF630;SPACA5;SPACA5B;SSX5;RNA5SP503;SSX1;SSX9;SSX3;SSX4;SSX4B;SLC38A5;FTSJ1;PORCN;EBP;TBC1D25;RBM3;WDR13;WAS;SUV39H1;GLOD5;GATA1;HDAC6;ERAS;PCSK1N;PQBP1;TIMM17B;SLC35A2;PIM2;OTUD5;KCND1;GRIPAP1;TFE3;CCDC120;PRAF2;WDR45;GPKOW;RN7SL262P;MAGIX;PLP2;PRICKLE3;SYP;CACNA1F;CCDC22;FOXP3;PPP1R3F;GAGE10;GAGE12J;GAGE13;GAGE2E;GAGE12B;GAGE12C;GAGE12D;GAGE12F;GAGE12E;GAGE12G;GAGE12H;GAGE2A;GAGE1;PAGE1;PAGE4;USP27X;CLCN5;MIR532;MIR188;MIR500A;MIR362;MIR501;MIR500B;MIR660;MIR502;AKAP4;CCNB3;DGKK;SHROOM4;BMP15;NUDT10;CXorf67;NUDT11;CENPVP1;GSPT2;MAGED1;MAGED4B;SNORA11E;MAGED4;SNORA11D;XAGE2;XAGE2B;XAGE1A;XAGE1B;XAGE1C;XAGE1D;XAGE1E;SSX7;RNA5SP504;SSX2;SSX2B;SPANXN5;XAGE5
CRT-logit,SNORD39,0.017844584538559388,False,55,798,SNORD39;UBE2F;SCLY;ESPNL;KLHL30;FAM132B;ILKAP;HES6;PER2;TRAF3IP1;ASB1;TWIST2;HDAC4;MIR4440;MIR4441;MIR4269;MIR2467;NDUFA10;MIR4786;OR6B2;OR6B3;MYEOV2;OTOS;GPC1;MIR149;ANKMY1;DUSP28;RNPEPL1;CAPN10;GPR35;AQP12B;AQP12A;KIF1A;AGXT;C2orf54;SNED1;MTERFD2;PASK;PPP1R7;ANO7;HDLBP;FARP2;MIR3133;STK25;BOK;THAP4;RNA5SP122;ATG4B;DTYMK;ING5;D2HGDH;GAL3ST2;NEU4;PDCD1;CXXC11
CRT-logit,SNORA31,0.017893298332828548,False,3,659,SNORA31;SNORA31;SNORA31
CRT-logit,SNORD27,0.018025048344748242,False,1,63,SNORD27
CRT-logit,RN7SL758P,0.018431190504977202,False,3,813,RN7SL758P;RN7SL765P;RN7SL768P
CRT-logit,SNORA63,0.01845629309003304,False,2,467,SNORA63;SNORA63
CRT-logit,AFF2,0.019003263459526205,True,83,719,AFF2;RN7SKP267;IDS;LINC00893;CXorf40A;MAGEA9B;HSFX2;TMEM185A;MAGEA11;HSFX1;MAGEA9;MAGEA8;CXorf40B;LINC00894;MIR2114;MAMLD1;MTM1;MTMR1;CD99L2;HMGB3;MIR4330;GPR50;VMA21;PASD1;PRRG3;FATE1;CNGA2;MAGEA4;GABRE;MIR224;MIR452;MAGEA10;GABRA3;MIR767;GABRQ;MAGEA3;CSAG2;MAGEA2B;CSAG1;MAGEA12;CSAG4;MAGEA2;CSAG3;MAGEA6;CETN2;NSDHL;ZNF185;PNMA5;PNMA3;PNMA6A;PNMA6C;PNMA6B;MAGEA1;ZNF275;RN7SL667P;ZFP92;TREX2;HAUS7;BGN;ATP2B3;FAM58A;DUSP9;RN7SL687P;PNCK;SLC6A8;BCAP31;ABCD1;PLXNB3;SRPK3;IDH3G;SSR4;PDZD4;L1CAM;LCA10;AVPR2;ARHGAP4;NAA10;RENBP;HCFC1;TMEM187;IRAK1;MIR718;MECP2
CRT-logit,snoU13,0.01923534475031296,False,3,500,snoU13;snoU13;snoU13
CRT-logit,NWD1,0.019488786354916087,True,53,352,LINC00661;LINC00905;TPM4;RAB8A;HSH2D;CIB3;FAM32A;AP1M1;KLF2;EPS15L1;CALR3;C19orf44;CHERP;RN7SL146P;SLC35E1;MED26;SMIM7;TMEM38A;NWD1;SIN3B;F2RL3;CPAMD8;RN7SL835P;RN7SL823P;HAUS8;MYO9B;USE1;OCEL1;NR2F6;USHBP1;BABAM1;ANKLE1;ABHD8;MRPL34;DDA1;ANO8;GTPBP3;PLVAP;BST2;MVB12A;TMEM221;NXNL1;SLC27A1;PGLS;FAM129C;COLGALT1;UNC13A;MAP1S;FCHO1;B3GNT3;INSL3;JAK3;RPL18A
CRT-logit,ZNF638,0.019776557334947625,True,114,787,NAGK;MCEE;MPHOSPH10;PAIP2B;ZNF638;DYSF;CYP26B1;EXOC6B;SPR;EMX1;SFXN5;RAB11FIP5;NOTO;SMYD5;PRADC1;CCT7;FBXO41;EGR4;ALMS1;ALMS1P;NAT8;TPRKB;DUSP11;C2orf78;STAMBP;ACTG2;DGUOK;RNA5SP97;TET3;BOLA3;MOB1A;MTHFD2;SLC4A5;DCTN1;C2orf81;WDR54;RTKN;INO80B;WBP1;MOGS;MRPL53;CCDC142;TTC31;LBX2;PCGF1;TLX2;DQX1;AUP1;HTRA2;LOXL3;DOK1;M1AP;SEMA4F;HK2;POLE4;TACR1;MIR5000;EVA1A;MRPL19;GCFC2;RN7SKP203;RN7SKP164;LRRTM4;RNA5SP98;REG3G;REG1B;REG1A;REG3A;CTNNA2;MIR4264;LRRTM1;RNA5SP99;RN7SL201P;FUNDC2P2;SUCLG1;DNAH6;TRABD2A;TMSB10;KCMF1;TCF7L1;TGOLN2;RETSAT;ELMOD3;RN7SL113P;CAPG;SH2D6;RN7SL251P;MAT2A;GGCX;VAMP8;RN7SL126P;VAMP5;RNF181;TMEM150A;USP39;C2orf68;SFTPB;GNLY;ATOH8;RN7SKP83;ST3GAL5;POLR1A;PTCD3;SNORD94;IMMT;MIR4779;MRPL35;REEP1;KDM3A;CHMP3;RNF103;RMND5A;CD8A;CD8B
CRT-logit,snoU13,0.019840287275476244,False,4,950,snoU13;snoU13;snoU13;snoU13
CRT-logit,SNORD51,0.020313727650492847,False,1,38,SNORD51
CRT-logit,U8,0.020433664435875142,False,1,35,U8
CRT-logit,LAMC3,0.02109168457487672,True,104,763,SLC2A8;ZNF79;RPL12;SNORA65;LRSAM1;FAM129B;STXBP1;PTRH1;MIR3911;C9orf117;TTC16;TOR2A;SH2D3C;CDK9;MIR3960;FPGS;ENG;RNA5SP296;AK1;MIR4672;ST6GALNAC6;ST6GALNAC4;PIP5KL1;DPM2;FAM102A;NAIF1;SLC25A25;PTGES2;LCN2;C9orf16;CIZ1;DNM1;MIR199B;MIR3154;GOLGA2;SWI5;TRUB2;COQ4;SLC27A4;URM1;CERCAM;ODF2;GLE1;SPTAN1;WDR34;HMGA1P4;SET;PKN3;RN7SL560P;ZDHHC12;ZER1;TBC1D13;ENDOG;C9orf114;CCBL1;LRRC8A;PHYHD1;DOLK;NUP188;SH3GLB2;FAM73B;DOLPP1;CRAT;PPP2R4;IER5L;RN7SL159P;LINC00963;NTMT1;C9orf50;ASB6;PRRX2;PTGES;TOR1B;TOR1A;C9orf78;USP20;FNBP1;GPR107;NCS1;HMCN2;RN7SL665P;ASS1;FUBP3;PRDM12;EXOSC2;ABL1;QRFP;FIBCD1;LAMC3;AIF1L;NUP214;FAM78A;PPAPDC3;PRRC2B;SNORD62A;SNORD62B;POMT1;UCK1;RAPGEF1;RN7SL328P;MED27;NTNG2;SETX;TTF1
CRT-logit,HTR5A,0.021233822981047694,True,24,455,PAXIP1;HTR5A;RN7SKP280;INSIG1;BLACE;EN2;CNPY1;RBM33;SHH;C7orf13;RNF32;LMBR1;NOM1;MNX1;UBE3C;DNAJB6;PTPRN2;MIR595;MIR5707;NCAPG2;ESYT2;WDR60;LINC00689;VIPR2
CRT-logit,U3,0.021371647659535687,False,1,13,U3
CRT-logit,MAST4,0.021635901769345316,True,38,582,RNF180;RGS7BP;RN7SL169P;FAM159B;SREK1IP1;CWC27;ADAMTS6;CENPK;PPWD1;TRIM23;TRAPPC13;SGTB;NLN;ERBB2IP;SREK1;MAST4;CD180;PIK3R1;SLC30A5;CCNB1;CENPH;MRPS36;CDK7;CCDC125;TAF9;RAD17;MARVELD2;RN7SL616P;OCLN;GUSBP3;GTF2H2C;SERF1B;SMN2;GTF2H2B;SERF1A;SMN1;NAIP;GTF2H2
CRT-logit,RN7SL207P,0.022109118277248964,False,2,384,RN7SL207P;RN7SL212P
CRT-logit,snoU13,0.022159822649567115,False,4,838,snoU13;snoU13;snoU13;snoU13
CRT-logit,KCNJ12,0.02345940099321634,True,41,472,PRPSAP2;RN7SL627P;SLC5A10;FAM83G;GRAP;SNORD3D;GRAPL;SNORD3A;SNORD3C;EPN2;B9D1;MIR1180;MAPK7;MFAP4;RNF112;SLC47A1;SNORA59B;ALDH3A2;SLC47A2;ALDH3A1;ULK2;AKAP10;SPECC1;CCDC144CP;UPF3AP2;USP32P3;NOS2P3;LGALS9B;KRT16P3;CDRT15L2;CCDC144NL;USP22;DHRS7B;TMEM11;RN7SL426P;C17orf103;MAP2K3;KCNJ12;C17orf51;UBBP4;MTND1P15
CRT-logit,TRPA1,0.02367441257782851,True,68,799,MSC;TRPA1;RNA5SP271;KCNB2;TERF1;SBSPON;RPL7;RDH10;STAU2;UBE2W;TCEB1;TMEM70;LY96;JPH1;GDAP1;MIR5681A;PI15;CRISPLD1;CASC9;HNF4G;ZFHX4;PEX2;PKIA;ZC2HC1A;IL7;STMN2;HEY1;MRPS28;TPD52;RN7SL41P;MIR5708;ZBTB10;RN7SL107P;ZNF704;RN7SL308P;PAG1;FABP5;PMP2;FABP9;FABP4;FABP12;IMPA1;SLC10A5;ZFAND1;CHMP4C;SNX16;RALYL;LRRCC1;E2F5;C8orf59;CA13;CA1;CA3;CA2;REXO1L11P;REXO1L10P;REXO1L10P;ATP6V0D2;PSKH2;SLC7A13;WWP1;RMDN1;CPNE3;CNGB3;CNBD1;DCAF4L2;MMP16;RNA5SP272
CRT-logit,ALPP,0.02564935662515946,True,25,677,DIS3L2;MIR562;ECEL1P2;ALPP;ALPPL2;ALPI;ECEL1;PRSS56;CHRND;CHRNG;TIGD1;MIR5001;EIF4E2;EFHD1;RN7SL359P;GIGYF2;KCNJ13;C2orf82;NGEF;NEU2;INPP5D;RN7SL32P;ATG16L1;SCARNA5;SCARNA6
CRT-logit,FLJ20306,0.02595852679408146,False,1,130,FLJ20306
CRT-logit,RN7SL224P,0.026209072178212993,False,1,158,RN7SL224P
CRT-logit,snoU13,0.026671271637945734,False,2,583,snoU13;snoU13
CRT-logit,MTRNR2L8,0.02687849692642045,False,6,740,MTRNR2L8;MTRNR2L9;MUC8;NPCDR1;OCLM;OR5H8P
CRT-logit,FSCB,0.028230977698798867,True,15,380,FSCB;C14orf28;KLHL28;FAM179B;PRPF39;SNORD58;SNORD127;FKBP3;FANCM;MIS18BP1;LINC00871;RPL10L;MDGA2;LINC00648;MIR548Y
CRT-logit,PPY2,0.02850925513469144,False,1,151,PPY2
CRT-logit,ZDBF2,0.0289023835315475,True,154,602,SNORD51;SNORA41;SNORA41;GPR1;RN7SKP200;RN7SKP260;ZDBF2;ADAM23;DYTN;MDH1B;FASTKD2;CPO;KLF7;MIR2355;CREB1;METTL21A;CCNYL1;MIR4775;FZD5;PLEKHM3;RNA5SP116;CRYGEP;CRYGD;CRYGC;CRYGB;CRYGA;C2orf80;IDH1;PIKFYVE;PTH2R;RNA5SP117;MAP2;RNA5SP118;UNC80;RPE;KANSL1L;ACADL;MYL1;LANCL1;CPS1;ERBB4;RNA5SP119;MIR548F2;IKZF2;SPAG16;MIR4438;VWC2L;BARD1;ABCA12;ATIC;FN1;LINC00607;MREG;PECR;TMEM169;XRCC5;MARCH4;SMARCAL1;RPL37A;IGFBP2;IGFBP5;RNA5SP120;TNP1;RN7SKP43;DIRC3;TNS1;RUFY4;CXCR2P1;CXCR2;CXCR1;ARPC2;GPBAR1;AAMP;PNKD;TMBIM1;C2orf62;SLC11A1;CTDSP1;MIR26B;VIL1;USP37;RN7SKP38;RQCD1;PLCD4;ZNF142;BCS1L;RNF25;STK36;TTLL4;CYP27A1;PRKAG3;WNT6;WNT10A;CDK5R2;LINC00608;FEV;CRYBA2;MIR375;CCDC108;IHH;MIR3131;NHEJ1;RN7SL764P;SLC23A3;CNPPD1;FAM134A;ZFAND2B;ABCB6;ATG9A;ANKZF1;GLB1L;STK16;TUBA4A;TUBA4B;DNAJB2;PTPRN;RESP18;DNPEP;DES;SPEG;GMPPA;ASIC4;CHPF;TMEM198;MIR3132;OBSL1;INHA;RN7SKP213;STK11IP;SLC4A3;MIR4268;EPHA4;PAX3;CCDC140;SGPP2;FARSB;MOGAT1;ACSL3;KCNE4;RN7SL807P;SCG2;AP1S3;WDFY1;MRPL44;SERPINE2;FAM124B;CUL3;DOCK10;MIR4439;NYAP2;MIR5702;IRS1;RHBDD1;COL4A4
CRT-logit,VCAN,0.02912760353052485,True,102,819,XRCC4;VCAN;HAPLN1;RN7SKP295;EDIL3;NBPF22P;COX7C;RN7SKP34;MIR4280;RASA1;RN7SL629P;CCNH;TMEM161B;RNA5SP187;LINC00461;MEF2C;MIR3660;CETN3;MBLAC2;POLR3G;LYSMD3;GPR98;LUCAT1;ARRDC3;NR2F1;FAM172A;MIR2277;POU5F2;KIAA0825;ANKRD32;MCTP1;FAM81B;TTC37;ARSK;GPR150;RFESD;SPATA9;RHOBTB3;GLRX;C5orf27;ELL2;CAST;MIR583;PCSK1;ERAP1;ERAP2;LNPEP;LIX1;RIOK2;RGMB;CHD1;FAM174A;RN7SKP62;ST8SIA4;MIR548P;RN7SL802P;RNA5SP188;SLCO4C1;RN7SKP68;SLCO6A1;LINC00492;LINC00491;PAM;GIN1;PPIP5K2;C5orf30;NUDT12;RN7SL255P;RNA5SP189;EFNA5;RN7SL782P;RN7SKP122;FBXL17;FER;PJA2;MAN2A1;RN7SKP230;TMEM232;MIR548F3;SLC25A46;TSLP;WDR36;CAMK4;STARD4;NREP;RN7SKP57;EPB41L4A;SNORA13;APC;SRP19;REEP5;ZRSR1;DCP2;MCC;TSSK1B;RNU4ATAC13P;YTHDC2;KCNN2;RN7SKP89;TRIM36;PGGT1B;CCDC112
CRT-logit,C9orf53,0.029363420208255338,False,1,124,C9orf53
CRT-logit,RN7SKP189,0.031061407240161175,False,27,322,RN7SKP189;SPANXN1;SLITRK2;TMEM257;MIR890;MIR888;MIR892A;MIR892B;MIR891B;MIR891A;RNA5SP517;CXorf51B;CXorf51A;MIR513C;MIR513B;MIR513A1;MIR513A2;MIR506;MIR507;MIR508;MIR514B;MIR510;MIR514A1;MIR514A2;MIR514A3;FMR1;FMR1NB
